master,object,X_cm,Y_cm,Z_cm,yaw_deg,pitch_deg,roll_deg,scale_x,scale_y,scale_z
KRM_M07_Cylinder,Gilded collar.142,-1625.0,295.0,1350.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Gilded collar.143,-1625.0,495.0,1350.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Gilded collar.144,-1625.0,511.0,1350.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Gilded collar.145,-1625.0,475.0,1350.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Gilded collar.146,-1625.0,505.0,1350.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar,-1180.0,95.0,-4100.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.001,-1180.0,275.0,-4100.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.002,-1180.0,295.0,-4100.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.003,-1180.0,495.0,-4100.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.004,-1180.0,511.0,-4100.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.007,-1180.0,95.0,-3600.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.008,-1180.0,275.0,-3600.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.009,-1180.0,295.0,-3600.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.010,-1180.0,495.0,-3600.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.011,-1180.0,511.0,-3600.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.014,-1180.0,95.0,-3100.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.015,-1180.0,275.0,-3100.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.016,-1180.0,295.0,-3100.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.017,-1180.0,495.0,-3100.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.018,-1180.0,511.0,-3100.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.021,-1180.0,95.0,-2600.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.022,-1180.0,275.0,-2600.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.023,-1180.0,295.0,-2600.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.024,-1180.0,495.0,-2600.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.025,-1180.0,511.0,-2600.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.028,-1180.0,95.0,-2100.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.029,-1180.0,275.0,-2100.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.030,-1180.0,295.0,-2100.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.031,-1180.0,495.0,-2100.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.032,-1180.0,511.0,-2100.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.035,-1180.0,95.0,-1600.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.036,-1180.0,275.0,-1600.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.037,-1180.0,295.0,-1600.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.038,-1180.0,495.0,-1600.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.039,-1180.0,511.0,-1600.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.042,1180.0,95.0,-4100.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.043,1180.0,275.0,-4100.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.044,1180.0,295.0,-4100.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.045,1180.0,495.0,-4100.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.046,1180.0,511.0,-4100.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.049,1180.0,95.0,-3600.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.050,1180.0,275.0,-3600.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.051,1180.0,295.0,-3600.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.052,1180.0,495.0,-3600.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.053,1180.0,511.0,-3600.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.056,1180.0,95.0,-3100.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.057,1180.0,275.0,-3100.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.058,1180.0,295.0,-3100.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.059,1180.0,495.0,-3100.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.060,1180.0,511.0,-3100.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.063,1180.0,95.0,-2600.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.064,1180.0,275.0,-2600.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.065,1180.0,295.0,-2600.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.066,1180.0,495.0,-2600.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.067,1180.0,511.0,-2600.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.070,1180.0,95.0,-2100.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.071,1180.0,275.0,-2100.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.072,1180.0,295.0,-2100.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.073,1180.0,495.0,-2100.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.074,1180.0,511.0,-2100.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.077,1180.0,95.0,-1600.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.078,1180.0,275.0,-1600.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.079,1180.0,295.0,-1600.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.080,1180.0,495.0,-1600.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M07_Cylinder,Forehall | Gilded collar.081,1180.0,511.0,-1600.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M08_Cylinder.001,Column base and capital.081,-1625.0,47.0,1350.0,-0.0,0.0,-0.0,0.45,0.45,0.3
KRM_M08_Cylinder.001,Column base and capital.083,-1625.0,554.0,1350.0,-0.0,0.0,-0.0,0.62,0.62,0.2
KRM_M09_Cylinder.002,Sapphire column shaft,-1180.0,50.0,-1300.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M09_Cylinder.002,Sapphire column shaft.001,-1180.0,50.0,-800.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M09_Cylinder.002,Sapphire column shaft.002,-1180.0,50.0,-300.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M09_Cylinder.002,Sapphire column shaft.003,-1180.0,50.0,200.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M09_Cylinder.002,Sapphire column shaft.004,-1180.0,50.0,700.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M09_Cylinder.002,Sapphire column shaft.005,-1180.0,50.0,1200.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M09_Cylinder.002,Sapphire column shaft.006,1180.0,50.0,-1300.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M09_Cylinder.002,Sapphire column shaft.007,1180.0,50.0,-800.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M09_Cylinder.002,Sapphire column shaft.008,1180.0,50.0,-300.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M09_Cylinder.002,Sapphire column shaft.009,1180.0,50.0,200.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M09_Cylinder.002,Sapphire column shaft.010,1180.0,50.0,700.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M09_Cylinder.002,Sapphire column shaft.011,1180.0,50.0,1200.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M09_Cylinder.002,Sapphire column shaft.012,-1550.0,50.0,1335.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M09_Cylinder.002,Sapphire column shaft.013,-1180.0,50.0,1335.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M09_Cylinder.002,Sapphire column shaft.014,-780.0,50.0,1335.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M09_Cylinder.002,Sapphire column shaft.015,-360.0,50.0,1335.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M09_Cylinder.002,Sapphire column shaft.016,360.0,50.0,1335.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M09_Cylinder.002,Sapphire column shaft.017,780.0,50.0,1335.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M09_Cylinder.002,Sapphire column shaft.018,1180.0,50.0,1335.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M09_Cylinder.002,Sapphire column shaft.019,1550.0,50.0,1335.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M09_Cylinder.002,Sapphire column shaft.020,-1625.0,50.0,1350.0,-0.0,0.0,-0.0,0.31,0.31,4.8
KRM_M09_Cylinder.002,Forehall | Sapphire column shaft,-1180.0,50.0,-4100.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M09_Cylinder.002,Forehall | Sapphire column shaft.001,-1180.0,50.0,-3600.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M09_Cylinder.002,Forehall | Sapphire column shaft.002,-1180.0,50.0,-3100.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M09_Cylinder.002,Forehall | Sapphire column shaft.003,-1180.0,50.0,-2600.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M09_Cylinder.002,Forehall | Sapphire column shaft.004,-1180.0,50.0,-2100.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M09_Cylinder.002,Forehall | Sapphire column shaft.005,-1180.0,50.0,-1600.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M09_Cylinder.002,Forehall | Sapphire column shaft.006,1180.0,50.0,-4100.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M09_Cylinder.002,Forehall | Sapphire column shaft.007,1180.0,50.0,-3600.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M09_Cylinder.002,Forehall | Sapphire column shaft.008,1180.0,50.0,-3100.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M09_Cylinder.002,Forehall | Sapphire column shaft.009,1180.0,50.0,-2600.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M09_Cylinder.002,Forehall | Sapphire column shaft.010,1180.0,50.0,-2100.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M09_Cylinder.002,Forehall | Sapphire column shaft.011,1180.0,50.0,-1600.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M10_Cylinder.007,Gilded collar.196,-1520.0,95.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.197,-1520.0,275.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.198,-1520.0,295.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.199,-1520.0,495.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.200,-1520.0,511.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.203,-1140.0,95.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.204,-1140.0,275.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.205,-1140.0,295.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.206,-1140.0,495.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.207,-1140.0,511.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.210,-760.0,95.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.211,-760.0,275.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.212,-760.0,295.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.213,-760.0,495.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.214,-760.0,511.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.217,-340.0,95.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.218,-340.0,275.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.219,-340.0,295.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.220,-340.0,495.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.221,-340.0,511.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.224,340.0,95.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.225,340.0,275.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.226,340.0,295.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.227,340.0,495.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.228,340.0,511.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.231,760.0,95.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.232,760.0,275.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.233,760.0,295.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.234,760.0,495.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.235,760.0,511.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.238,1140.0,95.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.239,1140.0,275.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.240,1140.0,295.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.241,1140.0,495.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.242,1140.0,511.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.245,1520.0,95.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.246,1520.0,275.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.247,1520.0,295.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.248,1520.0,495.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Gilded collar.249,1520.0,511.0,-4120.0,-0.0,0.0,-0.0,0.35,0.35,0.1
KRM_M10_Cylinder.007,Standard gold pole,-500.0,10.0,-3780.0,-0.0,0.0,-0.0,0.045,0.045,4.8
KRM_M10_Cylinder.007,Standard gold pole.001,500.0,10.0,-3780.0,-0.0,0.0,-0.0,0.045,0.045,4.8
KRM_M11_Cylinder.008,Standard pedestal,-500.0,0.0,-3780.0,-0.0,0.0,-0.0,0.36,0.36,0.32
KRM_M11_Cylinder.008,Standard pedestal.001,500.0,0.0,-3780.0,-0.0,0.0,-0.0,0.36,0.36,0.32
KRM_M12_Cylinder.009,Sapphire column shaft.028,-1520.0,50.0,-4120.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M12_Cylinder.009,Sapphire column shaft.029,-1140.0,50.0,-4120.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M12_Cylinder.009,Sapphire column shaft.030,-760.0,50.0,-4120.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M12_Cylinder.009,Sapphire column shaft.031,-340.0,50.0,-4120.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M12_Cylinder.009,Sapphire column shaft.032,340.0,50.0,-4120.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M12_Cylinder.009,Sapphire column shaft.033,760.0,50.0,-4120.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M12_Cylinder.009,Sapphire column shaft.034,1140.0,50.0,-4120.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M12_Cylinder.009,Sapphire column shaft.035,1520.0,50.0,-4120.0,-0.0,0.0,-0.0,0.31,0.31,10.8
KRM_M12_Cylinder.009,P5 column shaft L-45.45,-1060.0,107.5,-4545.0,-0.0,0.0,-0.0,0.31,0.31,9.65
KRM_M12_Cylinder.009,P5 column shaft L-48.65,-1060.0,107.5,-4865.0,-0.0,0.0,-0.0,0.31,0.31,9.65
KRM_M12_Cylinder.009,P5 column shaft L-51.85,-1060.0,107.5,-5185.0,-0.0,0.0,-0.0,0.31,0.31,9.65
KRM_M12_Cylinder.009,P5 column shaft L-55.05,-1060.0,107.5,-5505.0,-0.0,0.0,-0.0,0.31,0.31,9.65
KRM_M12_Cylinder.009,P5 column shaft R-45.45,1060.0,107.5,-4545.0,-0.0,0.0,-0.0,0.31,0.31,9.65
KRM_M12_Cylinder.009,P5 column shaft R-48.65,1060.0,107.5,-4865.0,-0.0,0.0,-0.0,0.31,0.31,9.65
KRM_M12_Cylinder.009,P5 column shaft R-51.85,1060.0,107.5,-5185.0,-0.0,0.0,-0.0,0.31,0.31,9.65
KRM_M12_Cylinder.009,P5 column shaft R-55.05,1060.0,107.5,-5505.0,-0.0,0.0,-0.0,0.31,0.31,9.65
KRM_M12_Cylinder.009,P5 column shaft B-4.71,-471.5,107.5,-5785.0,-0.0,0.0,-0.0,0.31,0.31,9.65
KRM_M12_Cylinder.009,P5 column shaft B+4.71,471.5,107.5,-5785.0,-0.0,0.0,-0.0,0.31,0.31,9.65
KRM_M13_DOOR_unit_ball_Sapphire_stone,Overdoor sapphire medallion,1632.5,508.0,1070.0,90.0,0.0,-0.0,0.22,0.06,0.22
KRM_M13_DOOR_unit_ball_Sapphire_stone,Overdoor sapphire medallion.001,2975.0,438.0,1100.0,90.0,0.0,-0.0,0.22,0.06,0.22
KRM_M13_DOOR_unit_ball_Sapphire_stone,Overdoor sapphire medallion.002,-1632.5,508.0,1070.0,-90.0,0.0,-0.0,0.22,0.06,0.22
KRM_M13_DOOR_unit_ball_Sapphire_stone,Overdoor sapphire medallion.003,-2975.0,438.0,1100.0,-90.0,0.0,-0.0,0.22,0.06,0.22
KRM_M14_DOOR_unit_box_Antique_gilded_bronze,Door reveal gilt lining,1600.0,0.0,1238.0,90.0,0.0,-0.0,0.04,0.46,4.4
KRM_M14_DOOR_unit_box_Antique_gilded_bronze,Door reveal gilt lining.001,1600.0,0.0,902.0,90.0,0.0,-0.0,0.04,0.46,4.4
KRM_M14_DOOR_unit_box_Antique_gilded_bronze,Door soffit gilt lining,1600.0,436.0,1070.0,90.0,0.0,-0.0,3.4,0.46,0.04
KRM_M14_DOOR_unit_box_Antique_gilded_bronze,Door architrave jamb gilt,1572.5,0.0,1250.0,90.0,0.0,-0.0,0.2,0.1,4.5
KRM_M14_DOOR_unit_box_Antique_gilded_bronze,Door architrave jamb gilt.001,1572.5,0.0,890.0,90.0,0.0,-0.0,0.2,0.1,4.5
KRM_M14_DOOR_unit_box_Antique_gilded_bronze,Door architrave head gilt,1572.5,440.0,1070.0,90.0,0.0,-0.0,3.8,0.1,0.2
KRM_M14_DOOR_unit_box_Antique_gilded_bronze,Door cornice gilt,1569.5,464.0,1070.0,90.0,0.0,-0.0,4.1,0.16,0.12
KRM_M14_DOOR_unit_box_Antique_gilded_bronze,Door architrave jamb gilt.002,1627.5,0.0,1250.0,90.0,0.0,-0.0,0.2,0.1,4.5
KRM_M14_DOOR_unit_box_Antique_gilded_bronze,Door architrave jamb gilt.003,1627.5,0.0,890.0,90.0,0.0,-0.0,0.2,0.1,4.5
KRM_M14_DOOR_unit_box_Antique_gilded_bronze,Door architrave head gilt.001,1627.5,440.0,1070.0,90.0,0.0,-0.0,3.8,0.1,0.2
KRM_M14_DOOR_unit_box_Antique_gilded_bronze,Door cornice gilt.001,1630.5,464.0,1070.0,90.0,0.0,-0.0,4.1,0.16,0.12
KRM_M14_DOOR_unit_box_Antique_gilded_bronze,Door architrave jamb gilt.004,2980.0,0.0,1240.0,90.0,0.0,-0.0,0.2,0.1,3.8
KRM_M14_DOOR_unit_box_Antique_gilded_bronze,Door architrave jamb gilt.005,2980.0,0.0,960.0,90.0,0.0,-0.0,0.2,0.1,3.8
KRM_M14_DOOR_unit_box_Antique_gilded_bronze,Door architrave head gilt.002,2980.0,370.0,1100.0,90.0,0.0,-0.0,3.0,0.1,0.2
KRM_M14_DOOR_unit_box_Antique_gilded_bronze,Door cornice gilt.002,2977.0,394.0,1100.0,90.0,0.0,-0.0,3.3,0.16,0.12
KRM_M14_DOOR_unit_box_Antique_gilded_bronze,Door reveal gilt lining.002,-1600.0,0.0,902.0,-90.0,0.0,-0.0,0.04,0.46,4.4
KRM_M14_DOOR_unit_box_Antique_gilded_bronze,Door reveal gilt lining.003,-1600.0,0.0,1238.0,-90.0,0.0,-0.0,0.04,0.46,4.4
KRM_M14_DOOR_unit_box_Antique_gilded_bronze,Door soffit gilt lining.001,-1600.0,436.0,1070.0,-90.0,0.0,-0.0,3.4,0.46,0.04
KRM_M14_DOOR_unit_box_Antique_gilded_bronze,Door architrave jamb gilt.006,-1572.5,0.0,890.0,-90.0,0.0,-0.0,0.2,0.1,4.5
KRM_M14_DOOR_unit_box_Antique_gilded_bronze,Door architrave jamb gilt.007,-1572.5,0.0,1250.0,-90.0,0.0,-0.0,0.2,0.1,4.5
KRM_M14_DOOR_unit_box_Antique_gilded_bronze,Door architrave head gilt.003,-1572.5,440.0,1070.0,-90.0,0.0,-0.0,3.8,0.1,0.2
KRM_M14_DOOR_unit_box_Antique_gilded_bronze,Door cornice gilt.003,-1569.5,464.0,1070.0,-90.0,0.0,-0.0,4.1,0.16,0.12
KRM_M14_DOOR_unit_box_Antique_gilded_bronze,Door architrave jamb gilt.008,-1627.5,0.0,890.0,-90.0,0.0,-0.0,0.2,0.1,4.5
KRM_M14_DOOR_unit_box_Antique_gilded_bronze,Door architrave jamb gilt.009,-1627.5,0.0,1250.0,-90.0,0.0,-0.0,0.2,0.1,4.5
KRM_M14_DOOR_unit_box_Antique_gilded_bronze,Door architrave head gilt.004,-1627.5,440.0,1070.0,-90.0,0.0,-0.0,3.8,0.1,0.2
KRM_M14_DOOR_unit_box_Antique_gilded_bronze,Door cornice gilt.004,-1630.5,464.0,1070.0,-90.0,0.0,-0.0,4.1,0.16,0.12
KRM_M14_DOOR_unit_box_Antique_gilded_bronze,Door architrave jamb gilt.010,-2980.0,0.0,960.0,-90.0,0.0,-0.0,0.2,0.1,3.8
KRM_M14_DOOR_unit_box_Antique_gilded_bronze,Door architrave jamb gilt.011,-2980.0,0.0,1240.0,-90.0,0.0,-0.0,0.2,0.1,3.8
KRM_M14_DOOR_unit_box_Antique_gilded_bronze,Door architrave head gilt.005,-2980.0,370.0,1100.0,-90.0,0.0,-0.0,3.0,0.1,0.2
KRM_M14_DOOR_unit_box_Antique_gilded_bronze,Door cornice gilt.005,-2977.0,394.0,1100.0,-90.0,0.0,-0.0,3.3,0.16,0.12
KRM_M15_DOOR_unit_box_Ivory_marble,Door wall infill marble,1600.0,0.0,850.0,90.0,0.0,-0.0,1.0,0.45,6.0
KRM_M15_DOOR_unit_box_Ivory_marble,Door wall infill marble.001,1600.0,0.0,1320.0,90.0,0.0,-0.0,1.6,0.45,6.0
KRM_M15_DOOR_unit_box_Ivory_marble,Door header marble,1600.0,440.0,1070.0,90.0,0.0,-0.0,3.4,0.45,1.6
